"EPC","DopplerShift(Hz)","Time","Antenna","TxPower","Frequency(MHz)","RSS(dbm)","PhaseAngle(Radian)","PhaseAngle(Degree)",""
"ABAB ABAB ABAB ABAB ABAB 0016","2.13","1414999697483891","1","0","924.375","-59","0.128854386182394","7.3828125",""
"ABAB ABAB ABAB ABAB ABAB 3148","2.56","1414999697487964","1","0","924.375","-52","4.46695205432299","255.9375",""
"ABAB ABAB ABAB ABAB ABAB 3137","0.88","1414999697493908","1","0","924.375","-57","6.14205907469411","351.9140625",""
"ABAB ABAB ABAB ABAB ABAB 0015","2.88","1414999697497869","1","0","924.375","-60","0.380427235395639","21.796875",""
"ABAB ABAB ABAB ABAB ABAB 0018","1.81","1414999697503282","1","0","924.375","-51.5","1.52170894158256","87.1875",""
"ABAB ABAB ABAB ABAB ABAB 0017","1.50","1414999697508543","1","0","924.375","-48","3.48520435007618","199.6875",""
"ABAB ABAB ABAB ABAB ABAB 3125","1.31","1414999697513830","1","0","924.375","-63","3.69996166038017","211.9921875",""
"ABAB ABAB ABAB ABAB ABAB 3120","2.88","1414999697519783","1","0","924.375","-58","4.99464144535565","286.171875",""
"ABAB ABAB ABAB ABAB ABAB 3147","-1.81","1414999697525652","1","0","924.375","-63","4.84124336656708","277.3828125",""
"ABAB ABAB ABAB ABAB ABAB 0015","1.19","1414999697547595","1","0","924.375","-60","0.411106851153352","23.5546875",""
"ABAB ABAB ABAB ABAB ABAB 0018","2.56","1414999697553869","1","0","924.375","-51.5","1.5278448647341","87.5390625",""
"ABAB ABAB ABAB ABAB ABAB 3120","1.81","1414999697557214","1","0","924.375","-57.5","5.02532106111336","287.9296875",""
"ABAB ABAB ABAB ABAB ABAB 3125","1.63","1414999697563330","1","0","924.375","-63","3.71223350668325","212.6953125",""
"ABAB ABAB ABAB ABAB ABAB 3147","2.56","1414999697567335","1","0","924.375","-63","4.81669967396091","275.9765625",""
"ABAB ABAB ABAB ABAB ABAB 0017","2.13","1414999697570717","1","0","924.375","-48","0.355883542789469","20.390625",""
"ABAB ABAB ABAB ABAB ABAB 3137","2.13","1414999697575311","1","0","924.375","-57.5","6.12978722839102","351.2109375",""
"ABAB ABAB ABAB ABAB ABAB 000F","1.94","1414999697578548","1","0","924.375","-52","4.828971520264","276.6796875",""
"ABAB ABAB ABAB ABAB ABAB 3148","2.56","1414999697582864","1","0","924.375","-52.5","4.49149574692916","257.34375",""
"ABAB ABAB ABAB ABAB ABAB 0016","2.13","1414999697588224","1","0","924.375","-59.5","0.147262155637022","8.4375",""
"ABAB ABAB ABAB ABAB ABAB 3148","2.13","1414999697608197","1","0","924.375","-52","1.33763124703628","76.640625",""
"ABAB ABAB ABAB ABAB ABAB 0018","2.25","1414999697611463","1","0","924.375","-51","1.51557301843101","86.8359375",""
"ABAB ABAB ABAB ABAB ABAB 0016","0.56","1414999697616762","1","0","924.375","-59","0.165669925091649","9.4921875",""
"ABAB ABAB ABAB ABAB ABAB 0015","0.88","1414999697620062","1","0","924.375","-60","0.392699081698724","22.5",""
"ABAB ABAB ABAB ABAB ABAB 000F","2.56","1414999697627232","1","0","924.375","-52","4.81669967396091","275.9765625",""
"ABAB ABAB ABAB ABAB ABAB 0017","0.88","1414999697639155","1","0","924.375","-48","0.355883542789469","20.390625",""
"ABAB ABAB ABAB ABAB ABAB 3137","0.88","1414999697642692","1","0","924.375","-57","6.14205907469411","351.9140625",""
"ABAB ABAB ABAB ABAB ABAB 3120","2.56","1414999697647268","1","0","924.375","-57.5","4.99464144535565","286.171875",""
"ABAB ABAB ABAB ABAB ABAB 3147","-0.25","1414999697650787","1","0","924.375","-63","4.81056375080937","275.625",""
"ABAB ABAB ABAB ABAB ABAB 3125","1.94","1414999697654122","1","0","924.375","-63","0.558369006790373","31.9921875",""
"ABAB ABAB ABAB ABAB ABAB 0018","1.94","1414999697665503","1","0","924.375","-51","1.5278448647341","87.5390625",""
"ABAB ABAB ABAB ABAB ABAB 3147","0.56","1414999697668824","1","0","924.375","-62.5","4.79829190450629","274.921875",""
"ABAB ABAB ABAB ABAB ABAB 0017","2.56","1414999697675693","1","0","924.375","-48","3.47293250377309","198.984375",""
"ABAB ABAB ABAB ABAB ABAB 000F","0.56","1414999697679686","1","0","924.375","-52","1.70578663612883","97.734375",""
