"EPC","DopplerShift(Hz)","Time","Antenna","TxPower","Frequency(MHz)","RSS(dbm)","PhaseAngle(Radian)","PhaseAngle(Degree)",""
"ABAB ABAB ABAB ABAB ABAB 0016","1.19","1414999875874524","1","0","924.375","-58.5","0.159534001940107","9.140625",""
"ABAB ABAB ABAB ABAB ABAB 0018","2.25","1414999875881272","1","0","924.375","-51","1.38671863224862","79.453125",""
"ABAB ABAB ABAB ABAB ABAB 3137","0.88","1414999875885311","1","0","924.375","-56.5","6.05615615057251","346.9921875",""
"ABAB ABAB ABAB ABAB ABAB 3148","0.88","1414999875892159","1","0","924.375","-52.5","4.46081613117144","255.5859375",""
"ABAB ABAB ABAB ABAB ABAB 0017","0.88","1414999875896977","1","0","924.375","-48","3.52815581213697","202.1484375",""
"ABAB ABAB ABAB ABAB ABAB 3147","2.88","1414999875900931","1","0","924.375","-63","4.90260259808251","280.8984375",""
"ABAB ABAB ABAB ABAB ABAB 3125","0.56","1414999875905017","1","0","924.375","-64.5","0.497009775274948","28.4765625",""
"ABAB ABAB ABAB ABAB ABAB 0018","1.19","1414999875918872","1","0","924.375","-51.5","1.3989904785517","80.15625",""
"ABAB ABAB ABAB ABAB ABAB 3148","2.56","1414999875922324","1","0","924.375","-52.5","1.28854386182394","73.828125",""
"ABAB ABAB ABAB ABAB ABAB 0017","1.81","1414999875925667","1","0","924.375","-48","0.380427235395639","21.796875",""
"ABAB ABAB ABAB ABAB ABAB 3147","0.56","1414999875933218","1","0","924.375","-63.5","4.91487444438559","281.6015625",""
"ABAB ABAB ABAB ABAB ABAB 3120","1.81","1414999875937880","1","0","924.375","-58","5.0314569842649","288.28125",""
"ABAB ABAB ABAB ABAB ABAB 000F","2.13","1414999875946010","1","0","924.375","-52","4.8719229823248","279.140625",""
"ABAB ABAB ABAB ABAB ABAB 3125","2.56","1414999875954693","1","0","924.375","-64.5","0.45405831321415","26.015625",""
"ABAB ABAB ABAB ABAB ABAB 3137","1.19","1414999875959780","1","0","924.375","-57","6.04388430426943","346.2890625",""
