"EPC","DopplerShift(Hz)","Time","Antenna","TxPower","Frequency(MHz)","RSS(dbm)","PhaseAngle(Radian)","PhaseAngle(Degree)",""
"ABAB ABAB ABAB ABAB ABAB 0008","-3.19","1421824433186115","1","0","924.375","-65.5","0.141126232485479","8.0859375",""
"ABAB ABAB ABAB ABAB ABAB 0001","2.13","1421824433189543","1","0","924.375","-53.5","5.31370944923586","304.453125",""
"ABAB ABAB ABAB ABAB ABAB 0002","2.13","1421824433196361","1","0","924.375","-63","5.70027260778304","326.6015625",""
"ABAB ABAB ABAB ABAB ABAB 0005","1.81","1421824433199760","1","0","924.375","-61","1.47262155637022","84.375",""
"ABAB ABAB ABAB ABAB ABAB 0007","-1.81","1421824433203067","1","0","924.375","-66","5.08668029262879","291.4453125",""
"ABAB ABAB ABAB ABAB ABAB 0006","0.88","1421824433211103","1","0","924.375","-61.5","4.19697143565511","240.46875",""
"ABAB ABAB ABAB ABAB ABAB 0004","0.25","1421824433222161","1","0","924.375","-61.5","5.00077736850719","286.5234375",""
"ABAB ABAB ABAB ABAB ABAB 0003","1.81","1421824433229818","1","0","924.375","-62.5","6.17273869045182","353.671875",""
"ABAB ABAB ABAB ABAB ABAB 0006","2.13","1421824433243205","1","0","924.375","-61.5","1.02469916630761","58.7109375",""
"ABAB ABAB ABAB ABAB ABAB 0004","-0.25","1421824433249145","1","0","924.375","-61.5","4.97623367590102","285.1171875",""
"ABAB ABAB ABAB ABAB ABAB 0005","1.81","1421824433254019","1","0","924.375","-61","4.63262197941464","265.4296875",""
"ABAB ABAB ABAB ABAB ABAB 0001","2.44","1421824433258837","1","0","924.375","-54","5.33825314184203","305.859375",""
"ABAB ABAB ABAB ABAB ABAB 0003","2.13","1421824433264116","1","0","924.375","-62.5","6.16660276730028","353.3203125",""
"ABAB ABAB ABAB ABAB ABAB 0008","-0.88","1421824433270937","1","0","924.375","-65.5","0.098174770424681","5.625",""
"ABAB ABAB ABAB ABAB ABAB 0002","0.56","1421824433274290","1","0","924.375","-63","5.72481630038921","328.0078125",""
"ABAB ABAB ABAB ABAB ABAB 0007","4.38","1421824433278933","1","0","924.375","-66","1.92054394643282","110.0390625",""
"ABAB ABAB ABAB ABAB ABAB 0006","1.81","1421824433303542","1","0","924.375","-61.5","1.01856324315607","58.359375",""
"ABAB ABAB ABAB ABAB ABAB 0009","2.13","1421824433306924","1","0","924.375","-69.5","0.687223392972767","39.375",""
"ABAB ABAB ABAB ABAB ABAB 0003","2.13","1421824433312822","1","0","924.375","-62.5","6.15433092099719","352.6171875",""
"ABAB ABAB ABAB ABAB ABAB 0004","3.94","1421824433318952","1","0","924.375","-61","4.93328221384022","282.65625",""
"ABAB ABAB ABAB ABAB ABAB 0001","1.81","1421824433325250","1","0","924.375","-54","5.3198453723874","304.8046875",""
"ABAB ABAB ABAB ABAB ABAB 0008","-0.56","1421824433330892","1","0","924.375","-65.5","0.147262155637022","8.4375",""
"ABAB ABAB ABAB ABAB ABAB 0005","0.25","1421824433334231","1","0","924.375","-61","1.50943709527947","86.484375",""
"ABAB ABAB ABAB ABAB ABAB 0002","0.88","1421824433337526","1","0","924.375","-63","5.73095222354076","328.359375",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.25","1421824433342267","1","0","924.375","-66","5.06213660002262","290.0390625",""
"ABAB ABAB ABAB ABAB ABAB 0005","3.50","1421824433357721","1","0","924.375","-61","1.47262155637022","84.375",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.88","1421824433363025","1","0","924.375","-66","1.95122356219054","111.796875",""
"ABAB ABAB ABAB ABAB ABAB 0008","-0.25","1421824433366359","1","0","924.375","-65.5","0.128854386182394","7.3828125",""
"ABAB ABAB ABAB ABAB ABAB 0004","1.50","1421824433369739","1","0","924.375","-61","4.99464144535565","286.171875",""
"ABAB ABAB ABAB ABAB ABAB 0003","-1.50","1421824433373075","1","0","924.375","-62.5","6.18501053675491","354.375",""
"ABAB ABAB ABAB ABAB ABAB 0006","1.81","1421824433377775","1","0","924.375","-61.5","4.16015589674586","238.359375",""
"ABAB ABAB ABAB ABAB ABAB 0009","-2.13","1421824433381755","1","0","924.375","-69.5","0.705631162427395","40.4296875",""
"ABAB ABAB ABAB ABAB ABAB 0001","2.44","1421824433385223","1","0","924.375","-54","5.32598129553895","305.15625",""
"ABAB ABAB ABAB ABAB ABAB 0002","0.88","1421824433388617","1","0","924.375","-63","5.71868037723767","327.65625",""
"ABAB ABAB ABAB ABAB ABAB 0004","1.81","1421824433416063","1","0","924.375","-61","4.98236959905256","285.46875",""
"ABAB ABAB ABAB ABAB ABAB 0001","2.13","1421824433423522","1","0","924.375","-54","5.32598129553895","305.15625",""
"ABAB ABAB ABAB ABAB ABAB 0005","2.56","1421824433427652","1","0","924.375","-61","4.61421420996001","264.375",""
"ABAB ABAB ABAB ABAB ABAB 0006","3.19","1421824433431659","1","0","924.375","-61.5","0.987883627398353","56.6015625",""
"ABAB ABAB ABAB ABAB ABAB 0002","-1.19","1421824433436266","1","0","924.375","-63","5.74935999299538","329.4140625",""
"ABAB ABAB ABAB ABAB ABAB 0003","2.88","1421824433441721","1","0","924.375","-62.5","6.14819499784565","352.265625",""
"ABAB ABAB ABAB ABAB ABAB 0008","1.19","1421824433445076","1","0","924.375","-65.5","0.0797670009700533","4.5703125",""
"ABAB ABAB ABAB ABAB ABAB 0009","1.19","1421824433448379","1","0","924.375","-69.5","0.650407854063512","37.265625",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.56","1421824433451945","1","0","924.375","-65.5","1.93281579273591","110.7421875",""
"ABAB ABAB ABAB ABAB ABAB 0003","0.25","1421824433465144","1","0","924.375","-62.5","6.19114645990645","354.7265625",""
"ABAB ABAB ABAB ABAB ABAB 0009","0.00","1421824433472038","1","0","924.375","-69.5","0.71790300873048","41.1328125",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.00","1421824433475364","1","0","924.375","-66","5.09895213893187","292.1484375",""
"ABAB ABAB ABAB ABAB ABAB 0001","2.88","1421824433478798","1","0","924.375","-54","5.31370944923586","304.453125",""
"ABAB ABAB ABAB ABAB ABAB 0006","0.00","1421824433484042","1","0","924.375","-61.5","1.04310693576224","59.765625",""
"ABAB ABAB ABAB ABAB ABAB 0004","1.19","1421824433487364","1","0","924.375","-61","4.96396182959793","284.4140625",""
"ABAB ABAB ABAB ABAB ABAB 0005","2.56","1421824433490742","1","0","924.375","-61","4.61421420996001","264.375",""
"ABAB ABAB ABAB ABAB ABAB 0002","-0.56","1421824433498823","1","0","924.375","-63","5.72481630038921","328.0078125",""
"ABAB ABAB ABAB ABAB ABAB 0008","-0.56","1421824433502178","1","0","924.375","-65.5","0.104310693576224","5.9765625",""
"ABAB ABAB ABAB ABAB ABAB 0003","0.00","1421824433527414","1","0","924.375","-62.5","6.18501053675491","354.375",""
"ABAB ABAB ABAB ABAB ABAB 0001","1.50","1421824433531527","1","0","924.375","-54","2.18438864194915","125.15625",""
"ABAB ABAB ABAB ABAB ABAB 0002","0.00","1421824433538978","1","0","924.375","-63","5.73095222354076","328.359375",""
"ABAB ABAB ABAB ABAB ABAB 0008","0.25","1421824433542315","1","0","924.375","-65.5","0.0736310778185108","4.21875",""
"ABAB ABAB ABAB ABAB ABAB 0004","1.63","1421824433545651","1","0","924.375","-61","4.97009775274948","284.765625",""
"ABAB ABAB ABAB ABAB ABAB 0005","0.88","1421824433552237","1","0","924.375","-61","4.62648605626309","265.078125",""
"ABAB ABAB ABAB ABAB ABAB 0006","1.50","1421824433556860","1","0","924.375","-61.5","1.03697101261069","59.4140625",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.00","1421824433562920","1","0","924.375","-66","5.08054436947724","291.09375",""
"ABAB ABAB ABAB ABAB ABAB 0009","2.88","1421824433569853","1","0","924.375","-69.5","0.687223392972767","39.375",""
"ABAB ABAB ABAB ABAB ABAB 0007","-2.13","1421824433584476","1","0","924.375","-66","5.10508806208341","292.5",""
"ABAB ABAB ABAB ABAB ABAB 0002","1.50","1421824433592102","1","0","924.375","-63","5.71254445408613","327.3046875",""
"ABAB ABAB ABAB ABAB ABAB 0003","0.25","1421824433595415","1","0","924.375","-62.5","6.19114645990645","354.7265625",""
"ABAB ABAB ABAB ABAB ABAB 0004","2.56","1421824433598795","1","0","924.375","-61","4.97009775274948","284.765625",""
"ABAB ABAB ABAB ABAB ABAB 0005","0.88","1421824433602154","1","0","924.375","-61","1.51557301843101","86.8359375",""
"ABAB ABAB ABAB ABAB ABAB 0009","-0.88","1421824433605517","1","0","924.375","-69.5","0.69335931612431","39.7265625",""
"ABAB ABAB ABAB ABAB ABAB 0001","2.88","1421824433610271","1","0","924.375","-54","5.30757352608432","304.1015625",""
"ABAB ABAB ABAB ABAB ABAB 0008","-0.25","1421824433614464","1","0","924.375","-65.5","0.110446616727766","6.328125",""
"ABAB ABAB ABAB ABAB ABAB 0006","0.88","1421824433617767","1","0","924.375","-61.5","4.19083551250357","240.1171875",""
"ABAB ABAB ABAB ABAB ABAB 0008","0.88","1421824433639023","1","0","924.375","-65.5","0.098174770424681","5.625",""
"ABAB ABAB ABAB ABAB ABAB 0005","1.19","1421824433643045","1","0","924.375","-61","1.50330117212793","86.1328125",""
"ABAB ABAB ABAB ABAB ABAB 0006","1.19","1421824433647066","1","0","924.375","-61.5","1.04924285891378","60.1171875",""
"ABAB ABAB ABAB ABAB ABAB 0007","3.81","1421824433653665","1","0","924.375","-66","5.05600067687107","289.6875",""
"ABAB ABAB ABAB ABAB ABAB 0009","-2.56","1421824433658315","1","0","924.375","-69.5","0.71790300873048","41.1328125",""
