"EPC","DopplerShift(Hz)","Time","Antenna","TxPower","Frequency(MHz)","RSS(dbm)","PhaseAngle(Radian)","PhaseAngle(Degree)",""
"ABAB ABAB ABAB ABAB ABAB 0008","2.56","1422430906674045","1","0","924.375","-50.5","5.2032628325081","298.125",""
"ABAB ABAB ABAB ABAB ABAB 0009","1.50","1422430906678795","1","0","924.375","-58","5.91502991808703","338.90625",""
"ABAB ABAB ABAB ABAB ABAB 0011","2.56","1422430906684121","1","0","924.375","-54","0.116582539879309","6.6796875",""
"ABAB ABAB ABAB ABAB ABAB 0005","1.50","1422430906688766","1","0","924.375","-59.5","5.42415606596363","310.78125",""
"ABAB ABAB ABAB ABAB ABAB 0012","3.19","1422430906694116","1","0","924.375","-60","0.0736310778185108","4.21875",""
"ABAB ABAB ABAB ABAB ABAB 0007","-0.56","1422430906700141","1","0","924.375","-54.5","3.98835004850267","228.515625",""
"ABAB ABAB ABAB ABAB ABAB 0010","1.50","1422430906708321","1","0","924.375","-55.5","5.47937937432751","313.9453125",""
"ABAB ABAB ABAB ABAB ABAB 0006","1.50","1422430906713176","1","0","924.375","-58","1.22104870715697","69.9609375",""
"ABAB ABAB ABAB ABAB ABAB 0004","0.00","1422430906718655","1","0","924.375","-66.5","1.63829148146186","93.8671875",""
"ABAB ABAB ABAB ABAB ABAB 0010","1.19","1422430906732673","1","0","924.375","-55.5","5.46097160487288","312.890625",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.88","1422430906740096","1","0","924.375","-54.5","0.846757394912874","48.515625",""
"ABAB ABAB ABAB ABAB ABAB 0006","2.13","1422430906744913","1","0","924.375","-58","1.22104870715697","69.9609375",""
"ABAB ABAB ABAB ABAB ABAB 0008","2.13","1422430906748303","1","0","924.375","-50.5","5.22780652511427","299.53125",""
"ABAB ABAB ABAB ABAB ABAB 0011","3.19","1422430906751618","1","0","924.375","-54","0.110446616727766","6.328125",""
"ABAB ABAB ABAB ABAB ABAB 0012","0.56","1422430906754895","1","0","924.375","-60","0.116582539879309","6.6796875",""
"ABAB ABAB ABAB ABAB ABAB 0009","2.13","1422430906758193","1","0","924.375","-58.5","5.91502991808703","338.90625",""
"ABAB ABAB ABAB ABAB ABAB 0004","-2.56","1422430906763640","1","0","924.375","-66.5","4.84737928971863","277.734375",""
"ABAB ABAB ABAB ABAB ABAB 0005","1.50","1422430906767644","1","0","924.375","-59.5","2.28256341237383","130.78125",""
"ABAB ABAB ABAB ABAB ABAB 0006","0.88","1422430906792254","1","0","924.375","-58","1.22718463030851","70.3125",""
"ABAB ABAB ABAB ABAB ABAB 0009","1.50","1422430906796974","1","0","924.375","-58.5","5.90889399493549","338.5546875",""
"ABAB ABAB ABAB ABAB ABAB 0011","2.13","1422430906800367","1","0","924.375","-54","0.116582539879309","6.6796875",""
"ABAB ABAB ABAB ABAB ABAB 0012","1.50","1422430906803704","1","0","924.375","-60","0.110446616727766","6.328125",""
"ABAB ABAB ABAB ABAB ABAB 0005","2.88","1422430906807723","1","0","924.375","-59.5","2.25188379661612","129.0234375",""
"ABAB ABAB ABAB ABAB ABAB 0010","2.88","1422430906813685","1","0","924.375","-55.5","5.4486997585698","312.1875",""
"ABAB ABAB ABAB ABAB ABAB 0008","1.19","1422430906816994","1","0","924.375","-50.5","5.22167060196272","299.1796875",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.56","1422430906820362","1","0","924.375","-54.5","0.859029241215959","49.21875",""
"ABAB ABAB ABAB ABAB ABAB 0004","0.25","1422430906826550","1","0","924.375","-66.5","1.62601963515878","93.1640625",""
"ABAB ABAB ABAB ABAB ABAB 0007","2.13","1422430906846344","1","0","924.375","-54.5","3.97607820219958","227.8125",""
"ABAB ABAB ABAB ABAB ABAB 0008","1.50","1422430906849675","1","0","924.375","-50.5","5.22780652511427","299.53125",""
"ABAB ABAB ABAB ABAB ABAB 0012","3.19","1422430906853579","1","0","924.375","-60","0.0797670009700533","4.5703125",""
"ABAB ABAB ABAB ABAB ABAB 0006","4.06","1422430906856930","1","0","924.375","-58","1.1965050145508","68.5546875",""
"ABAB ABAB ABAB ABAB ABAB 0010","2.56","1422430906861617","1","0","924.375","-55.5","5.45483568172134","312.5390625",""
"ABAB ABAB ABAB ABAB ABAB 0005","1.19","1422430906864950","1","0","924.375","-59.5","5.42415606596363","310.78125",""
"ABAB ABAB ABAB ABAB ABAB 0011","2.13","1422430906870972","1","0","924.375","-54","0.110446616727766","6.328125",""
"ABAB ABAB ABAB ABAB ABAB 0004","0.88","1422430906876433","1","0","924.375","-66.5","1.65669925091649","94.921875",""
"ABAB ABAB ABAB ABAB ABAB 0009","2.13","1422430906879773","1","0","924.375","-58.5","5.91502991808703","338.90625",""
"ABAB ABAB ABAB ABAB ABAB 0008","1.81","1422430906906408","1","0","924.375","-50.5","5.23394244826581","299.8828125",""
"ABAB ABAB ABAB ABAB ABAB 0004","0.00","1422430906910412","1","0","924.375","-66.5","4.77988413505166","273.8671875",""
"ABAB ABAB ABAB ABAB ABAB 0005","2.88","1422430906913830","1","0","924.375","-59.5","2.27029156607075","130.078125",""
"ABAB ABAB ABAB ABAB ABAB 0006","2.88","1422430906919210","1","0","924.375","-58","1.1965050145508","68.5546875",""
"ABAB ABAB ABAB ABAB ABAB 0010","2.13","1422430906926562","1","0","924.375","-55.5","5.45483568172134","312.5390625",""
"ABAB ABAB ABAB ABAB ABAB 0012","4.06","1422430906933939","1","0","924.375","-60","0.0797670009700533","4.5703125",""
"ABAB ABAB ABAB ABAB ABAB 0007","2.88","1422430906938120","1","0","924.375","-54.5","3.98221412535112","228.1640625",""
"ABAB ABAB ABAB ABAB ABAB 0011","2.88","1422430906942163","1","0","924.375","-54","0.098174770424681","5.625",""
"ABAB ABAB ABAB ABAB ABAB 0009","1.81","1422430906946353","1","0","924.375","-58.5","5.90889399493549","338.5546875",""
"ABAB ABAB ABAB ABAB ABAB 0011","1.81","1422430906959672","1","0","924.375","-54","0.122718463030851","7.03125",""
"ABAB ABAB ABAB ABAB ABAB 0006","1.81","1422430906963617","1","0","924.375","-58","1.21491278400543","69.609375",""
"ABAB ABAB ABAB ABAB ABAB 0007","0.88","1422430906971051","1","0","924.375","-54.5","0.877437010670587","50.2734375",""
"ABAB ABAB ABAB ABAB ABAB 0008","2.56","1422430906974421","1","0","924.375","-50.5","5.21553467881118","298.828125",""
"ABAB ABAB ABAB ABAB ABAB 0004","3.81","1422430906982894","1","0","924.375","-66.5","1.59534001940107","91.40625",""
"ABAB ABAB ABAB ABAB ABAB 0010","3.19","1422430906986421","1","0","924.375","-55.5","5.44256383541826","311.8359375",""
"ABAB ABAB ABAB ABAB ABAB 0009","2.88","1422430906989801","1","0","924.375","-58.5","5.91502991808703","338.90625",""
"ABAB ABAB ABAB ABAB ABAB 0005","3.50","1422430906993155","1","0","924.375","-59.5","2.25188379661612","129.0234375",""
"ABAB ABAB ABAB ABAB ABAB 0012","1.19","1422430906996492","1","0","924.375","-60","0.098174770424681","5.625",""
"ABAB ABAB ABAB ABAB ABAB 0008","1.81","1422430907017718","1","0","924.375","-50.5","5.21553467881118","298.828125",""
"ABAB ABAB ABAB ABAB ABAB 0011","2.13","1422430907026391","1","0","924.375","-54","0.110446616727766","6.328125",""
"ABAB ABAB ABAB ABAB ABAB 0010","0.88","1422430907031171","1","0","924.375","-55.5","5.47937937432751","313.9453125",""
"ABAB ABAB ABAB ABAB ABAB 0007","1.81","1422430907034541","1","0","924.375","-54.5","0.846757394912874","48.515625",""
"ABAB ABAB ABAB ABAB ABAB 0004","1.81","1422430907039332","1","0","924.375","-66.5","1.61988371200724","92.8125",""
"ABAB ABAB ABAB ABAB ABAB 0005","2.88","1422430907043503","1","0","924.375","-59.5","2.25188379661612","129.0234375",""
"ABAB ABAB ABAB ABAB ABAB 0006","-0.25","1422430907046853","1","0","924.375","-58","1.24559239976314","71.3671875",""
