"EPC","DopplerShift(Hz)","Time","Antenna","TxPower","Frequency(MHz)","RSS(dbm)","PhaseAngle(Radian)","PhaseAngle(Degree)",""
"AAAA ABCD ABCD ABCD ABCD E019","-2.88","1414133797284477","1","0","924.375","-81","0.153398078788564","8.7890625",""
"AAAA ABCD ABCD ABCD ABCD E019","-1.81","1414133797306817","1","0","924.375","-77.5","0.595184545699629","34.1015625",""
"AAAA ABCD ABCD ABCD ABCD E019","1.94","1414133797338142","1","0","924.375","-73","0.681087469821225","39.0234375",""
"AAAA ABCD ABCD ABCD ABCD E019","5.00","1414133797363486","1","0","924.375","-72","3.71836942983479","213.046875",""
"AAAA ABCD ABCD ABCD ABCD E019","5.31","1414133797396991","1","0","924.375","-74","0.533825314184203","30.5859375",""
"AAAA ABCD ABCD ABCD ABCD E019","0.88","1414133797421476","1","0","924.375","-75","0.404970928001809","23.203125",""
"AAAA ABCD ABCD ABCD ABCD E019","2.13","1414133797452924","1","0","924.375","-75.5","0.374291312244096","21.4453125",""
"AAAA ABCD ABCD ABCD ABCD E019","-2.88","1414133797478944","1","0","924.375","-74","0.589048622548086","33.75",""
"AAAA ABCD ABCD ABCD ABCD E019","-3.19","1414133797508846","1","0","924.375","-73","0.589048622548086","33.75",""
"AAAA ABCD ABCD ABCD ABCD E019","1.19","1414133797529926","1","0","924.375","-72.5","0.601320468851171","34.453125",""
"AAAA ABCD ABCD ABCD ABCD E019","8.38","1414133797561235","1","0","924.375","-73.5","3.71836942983479","213.046875",""
"AAAA ABCD ABCD ABCD ABCD E019","2.13","1414133797587870","1","0","924.375","-74.5","0.570640853093458","32.6953125",""
"AAAA ABCD ABCD ABCD ABCD E019","0.56","1414133797618042","1","0","924.375","-74.5","0.552233083638831","31.640625",""
"AAAA ABCD ABCD ABCD ABCD E019","2.44","1414133797639750","1","0","924.375","-74.5","0.460194236365692","26.3671875",""
"AAAA ABCD ABCD ABCD ABCD E019","-6.25","1414133797678229","1","0","924.375","-73","0.171805848243192","9.84375",""
"AAAA ABCD ABCD ABCD ABCD E019","-4.56","1414133797699210","1","0","924.375","-72","6.27704938402804","359.6484375",""
